file_name,sgpa,cgpa
20010101064_1800265934.html,8.96,8.38
20010401004_1800265469.html,4.38,5.61
20010101001_1800265934.html,5.04,5.44
20010104033_1800265270.html,4.96,7.00
20010104019_1800265988.html,6.17,7.04
20010104007_1800265821.html,6.92,7.57
20010101001_1800265814.html,3.22,4.81
20010101022_1800265933.html,5.07,6.17
20010101018_1800265789.html,4.79,6.59
20010101003_1800265814.html,8.41,8.60
20010101027_1800265788.html,6.31,7.00
20010104029_1800265817.html,6.65,7.72
20010104025_1800265518.html,7.67,7.76
20010101029_1800265331.html,CGPA  7.84,Result  PASS
20010101039_1800265267.html,CGPA  6.74,Result  PASS
20010101005_1800265933.html,5.22,6.54
20010104032_1800265988.html,4.78,3.44
20010104050_1800265988.html,7.00,8.31
20010104009_1800265518.html,5.46,7.50
20010104039_1800265988.html,7.61,7.43
20010104042_1800265270.html,5.58,7.68
15787_1800265829.html,Branch  Civil Engineering,Total  586
20010101043_1800265814.html,7.11,7.91
20010104038_1800265600.html,6.13,7.24
20010101042_1800265267.html,CGPA  7.27,"Result  MA-401 ,"
20010101064_1800265814.html,8.41,8.29
20010101031_1800265267.html,CGPA  6.97,"Result  CE-402 ,CE-403 ,"
20010101063_1800265814.html,6.59,7.01
20010101033_1800265331.html,CGPA  6.68,"Result  HS-305, CE-301 ,"
20010104044_1800265988.html,3.57,3.80
20010101028_1800265500.html,6.71,7.38
20010101023_1800265331.html,CGPA  5.85,"Result  MA-301 ,HS-305 ,CE-301 , CE-302 ,CE-304,"
20010101045_1800265469.html,7.58,7.97
20010101041_1800265790.html,2.63,4.89
20010104037_1800265988.html,7.61,7.50
20010101050_1800265267.html,CGPA  8.26,Result  PASS
20010104047_1800265270.html,7.63,8.08
20010104022_1800265599.html,4.00,6.43
20010101007_1800265814.html,6.81,7.19
20010101054_1800265500.html,5.54,6.92
20010401054_1800265934.html,8.39,8.03
20010101001_1800265788.html,4.69,6.18
20010101033_1800265934.html,5.74,6.13
20010101061_1800265934.html,8.22,7.94
20010101021_1800265499.html,3.81,6.31
20010104012_1800265822.html,4.42,6.41
20010104042_1800265988.html,7.91,7.85
20010104062_1800265518.html,1.88,5.00
15770_1800265829.html,Branch  Civil Engineering,Total  568
20010401054_1800265267.html,CGPA  7.98,Result  PASS
15783_1800265944.html,Branch  Civil Engineering,Total  R
20010101042_1800265469.html,6.08,7.23
20010104041_1800265518.html,7.50,7.55
20010104030_1800265817.html,5.96,7.53
20010104002_1800265821.html,6.29,7.22
20010101014_1800265267.html,CGPA  7.04,"Result  CE-402 ,"
20010101054_1800265788.html,6.12,7.36
20010104003_1800265988.html,5.04,6.09
20010101001_1800265933.html,4.67,5.50
20010101002_1800265934.html,4.52,6.17
20010104031_1800265600.html,6.79,7.54
20010101034_1800265469.html,6.00,6.78
20010101033_1800265267.html,CGPA  5.96,"Result  MA-401 ,CE-402 ,CE-403 ,"
20010104040_1800265817.html,7.54,7.78
20010401046_1800265934.html,7.70,7.02
20010104061_1800265270.html,7.08,8.17
20010104010_1800265817.html,5.42,7.30
20010101023_1800265790.html,2.13,5.19
20010101036_1800265814.html,7.26,7.17
20010104025_1800265270.html,5.92,7.60
20010101005_1800265267.html,CGPA  6.67,"Result  MA-401 ,CE-403 ,"
20010104015_1800265600.html,7.50,7.99
20010104007_1800265988.html,4.78,6.64
20010101012_1800265934.html,7.87,7.78
20010101009_1800265469.html,4.29,6.52
20010101009_1800265267.html,CGPA  6.88,"Result  CE-403 ,"
20010305058_1800265905.html,7.55,7.39
20010101004_1800265814.html,7.93,8.26
20010104037_1800265518.html,7.33,7.63
20010104052_1800265817.html,2.65,6.82
20010104022_1800265988.html,4.35,5.22
20010104024_1800265817.html,6.50,7.28
20010101026_1800265789.html,4.75,6.81
20010101024_1800265331.html,CGPA  7.95,Result  PASS
20010101041_1800265331.html,CGPA  5.43,"Result  HS-305, CE-301 , CE-302 ,CE-303 ,CE-304,"
20010101060_1800265934.html,8.65,8.01
20010101055_1800265469.html,7.04,7.36
20010104032_1800265819.html,5.88,5.71
20010104026_1800265817.html,7.27,7.45
20010101014_1800265500.html,6.71,7.29
20010101041_1800265933.html,4.96,5.50
20010104060_1800265817.html,5.96,7.62
20010101012_1800265469.html,7.33,7.81
20010104017_1800265600.html,7.67,8.21
20010101039_1800265788.html,6.08,6.92
20010104006_1800265600.html,5.08,6.42
20010104006_1800265988.html,4.17,5.30
20010101053_1800265814.html,6.41,7.28
20010101052_1800265469.html,7.71,8.10
1613613511_1800265903.html,6.44,7.41
20010101026_1800265932.html,2.58,5.98
20010104022_1800265984.html,5.08,6.81
20010104057_1800265987.html,2.27,2.61
20010104057_1800265600.html,2.79,3.35
20010104020_1800265340.html,CGPA  6.58,"Result  MA-301 ,EC-304,"
20010104062_1800265600.html,4.04,5.77
15802_1800265829.html,Branch  Civil Engineering,Total  R
20010104001_1800265985.html,2.88,4.67
20010101051_1800265331.html,CGPA  6.54,"Result  CE-301 , CE-303 ,"
20010401054_1800265814.html,7.93,7.97
20010101029_1800265469.html,6.42,7.34
20010104006_1800265985.html,5.08,6.42
20010505029_1800265275.html,CGPA  7.52,Result  PASS
20010101005_1800265469.html,6.00,6.84
20010104010_1800265988.html,6.96,7.46
20010104009_1800265822.html,6.21,7.65
20010101018_1800265934.html,7.52,7.07
20010104027_1800265988.html,8.57,8.58
20010104051_1800265817.html,7.27,7.53
20010101003_1800265469.html,8.17,8.65
20010101020_1800265469.html,6.50,7.08
20010104040_1800265270.html,7.13,7.81
20010101018_1800265499.html,6.31,7.18
20010101021_1800265789.html,4.83,6.13
20010104018_1800265600.html,5.67,6.87
20010104033_1800265518.html,5.79,7.06
20010104020_1800265822.html,2.71,5.48
20010101040_1800265267.html,CGPA  8.61,Result  PASS
20010104009_1800265817.html,5.42,7.26
15802_1800265943.html,Branch  Civil Engineering,Total  589
20010101059_1800265934.html,7.70,7.73
15760_1800265943.html,Branch  Civil Engineering,Total  603
20010104014_1800265817.html,5.38,6.69
1902051035_1800265532.html,7.60,7.21
15619_1800265830.html,Branch  Civil Engineering,Total  R
20010101002_1800265469.html,4.67,6.48
20010104010_1800265518.html,7.38,7.70
20010104010_1800265270.html,5.96,7.56
20010104002_1800265988.html,5.96,6.77
1902051035_1800265275.html,CGPA  6.71,"Result  EE-403 ,"
20010101056_1800265934.html,7.57,7.46
20010104038_1800265270.html,5.38,6.80
20010101046_1800265814.html,0.00,5.07
20010104043_1800265988.html,7.78,8.02
20010101022_1800265790.html,5.42,6.42
20010104039_1800265600.html,6.83,7.62
20010101048_1800265469.html,6.42,6.98
20010104012_1800265988.html,2.87,5.48
20010104032_1800265518.html,1.38,3.59
20010101026_1800265500.html,4.08,6.40
20010104052_1800265988.html,4.78,6.78
20010101020_1800265331.html,CGPA  7.57,Result  PASS
20010101045_1800265934.html,8.22,8.02
20010101001_1800265499.html,4.69,6.18
20010104044_1800265985.html,3.25,5.10
20010101041_1800265267.html,CGPA  4.92,"Result  MA-401 ,CE-401 , CE-402 ,"
20010104044_1800265820.html,2.88,5.70
20010104043_1800265518.html,7.83,8.14
20010104051_1800265270.html,7.17,7.61
20010101025_1800265814.html,6.59,7.19
20010101016_1800265267.html,CGPA  8.02,Result  PASS
20010101026_1800265790.html,2.58,5.98
20010104028_1800265821.html,5.75,7.28
20010101051_1800265933.html,4.00,5.54
20010703005_1800265762.html,CGPA  7.62,Result  PASS
20010104031_1800265988.html,7.09,7.25
20010104032_1800265340.html,CGPA  4.73,"Result  MA-301 ,HS-305, EC-302 ,EC-304,"
20010101027_1800265331.html,CGPA  6.46,"Result  HS-305, CE-302 ,"
20010101001_1800265790.html,3.88,5.16
20010104026_1800265988.html,8.04,7.53
20010104044_1800265270.html,2.75,4.98
20010101039_1800265499.html,6.08,6.92
20010104004_1800265988.html,7.70,7.67
20010104030_1800265270.html,6.33,7.74
20010104024_1800265270.html,5.33,7.26
20010101032_1800265931.html,5.08,6.34
20010104001_1800265270.html,2.88,4.55
20010104030_1800265518.html,7.21,7.86
20010101008_1800265267.html,CGPA  8.64,Result  PASS
20010101052_1800265267.html,CGPA  8.19,Result  PASS
20010101043_1800265934.html,7.74,7.88
20010104014_1800265988.html,6.43,6.75
20010101013_1800265934.html,5.74,6.46
20010101035_1800265934.html,8.17,7.92
20010104038_1800265988.html,4.96,6.42
20010101019_1800265814.html,7.56,7.26
20010101014_1800265469.html,6.04,7.04
20010603040_1800265284.html,CGPA  5.61,"Result  MA-401 ,CS-401 , CS-402 ,"
20010104012_1800265599.html,7.04,7.42
20010104009_1800265988.html,6.00,7.09
20010104031_1800265817.html,6.58,7.27
20010104031_1800265518.html,6.92,7.42
20010104002_1800265270.html,5.79,7.10
20010101004_1800265267.html,CGPA  8.57,Result  PASS
20010101031_1800265331.html,CGPA  7.65,Result  PASS
20010203036_1800265762.html,CGPA  6.97,Result  PASS
20010104012_1800265518.html,4.42,6.28
20010101049_1800265934.html,8.35,8.53
20010305052_1800265219.html,6.23,7.38
20010101050_1800265469.html,7.63,8.13
20010104042_1800265600.html,7.21,8.08
20010104046_1800265817.html,7.65,7.76
20010101062_1800265469.html,7.79,8.46
20010101028_1800265469.html,6.46,7.20
20010104012_1800265821.html,5.29,6.90
20010104017_1800265817.html,7.15,8.03
20010101023_1800265499.html,3.35,6.09
20010101047_1800265934.html,6.61,6.62
20010104053_1800265270.html,7.00,7.82
20010104045_1800265821.html,6.92,7.81
20010104012_1800265817.html,2.96,5.80
20010104059_1800265985.html,6.13,7.08
20010101034_1800265267.html,CGPA  6.97,Result  PASS
20010603047_1800266013.html,4.47826086956522,6.35057471264368
20010101013_1800265790.html,5.83,6.61
20010104057_1800265340.html,CGPA  3.53,"Result  MA-301 ,HS-305, EC-301 , EC-303 ,"
20010104032_1800265597.html,5.71,5.63
20010101041_1800265814.html,3.63,4.66
20010603026_1800266013.html,6.26086956521739,7.05747126436782
20010101032_1800265930.html,6.08,6.74
20010304013_1800265518.html,8.69,8.40
20010101041_1800265469.html,2.13,4.52
20010104007_1800265817.html,4.38,6.80
20010101026_1800265267.html,CGPA  5.81,"Result  MA-401 ,CE-401 , CE-402 ,CE-403 ,"
20010603027_1800265762.html,CGPA  7.50,Result  PASS
20010101031_1800265814.html,6.52,7.09
20010501018_1800265934.html,6.65,6.82
20010101010_1800265934.html,8.65,8.57
20010104048_1800265988.html,7.22,7.45
20010104060_1800265518.html,7.71,7.98
20010104063_1800265518.html,7.21,7.29
20010101019_1800265499.html,7.12,7.58
20010104039_1800265518.html,7.08,7.52
20010101021_1800265932.html,4.29,5.92
20010101025_1800265934.html,6.39,7.10
20010401010_1800265934.html,2.35,3.28
20010104008_1800265270.html,5.08,6.93
20010104001_1800265988.html,2.70,3.68
20010104001_1800265599.html,2.31,5.26
20010101060_1800265814.html,8.11,7.91
20010101046_1800265934.html,4.00,4.92
20010101002_1800265932.html,5.17,6.58
20010101041_1800265931.html,4.00,5.91
20010101015_1800265814.html,7.44,7.58
20010104048_1800265518.html,7.08,7.56
20010603047_1800266011.html,6.19230769230769,6.62096774193548
15760_1800265829.html,Branch  Civil Engineering,Total  551
20010104054_1800265817.html,7.35,8.10
20010101002_1800265267.html,CGPA  6.23,"Result  MA-401 ,CE-402 ,CE-403 ,"
20010104003_1800265599.html,6.50,6.77
20010104017_1800265988.html,7.78,7.99
20010101042_1800265500.html,6.75,7.51
20010101047_1800265267.html,CGPA  6.81,Result  PASS
20010101036_1800265267.html,CGPA  7.21,Result  PASS
20010104017_1800265518.html,8.21,8.21
20010104019_1800265518.html,6.92,7.54
20010104036_1800265518.html,6.79,7.22
20010104061_1800265518.html,7.42,8.02
20010104044_1800265986.html,1.29,4.35
20010101031_1800265789.html,6.63,7.40
20010104062_1800265820.html,4.04,6.32
20010101057_1800265814.html,6.78,7.36
20010104048_1800265270.html,6.88,7.67
20010101004_1800265469.html,7.33,8.33
20010104061_1800265988.html,7.35,7.77
20010505056_1800265532.html,3.63,4.96
20010104027_1800265817.html,8.19,8.59
20010101013_1800265814.html,6.37,6.57
20010104045_1800265988.html,7.65,7.53
15779_1800265944.html,Branch  Civil Engineering,Total  R
20010104058_1800265817.html,6.73,7.40
20010104038_1800265518.html,4.13,6.63
20010104020_1800265988.html,5.61,5.23
20010104057_1800265817.html,0.77,2.35
20010101021_1800265267.html,CGPA  5.38,"Result  CE-401 , CE-402 ,CE-403 ,"
20010101040_1800265469.html,7.67,8.43
20010104048_1800265817.html,7.15,7.49
20010104012_1800265985.html,5.29,6.90
20010104009_1800265600.html,7.17,8.00
20010101045_1800265814.html,8.11,7.99
20010101063_1800265267.html,CGPA  7.02,"Result  CE-401 ,"
20010104013_1800265270.html,6.63,8.05
20010101032_1800265499.html,5.38,6.50
20010101013_1800265469.html,4.67,6.39
20010101034_1800265933.html,5.81,6.77
20010101033_1800265933.html,4.93,6.19
20010101048_1800265814.html,4.37,6.50
20010104001_1800265518.html,2.54,4.25
20010101008_1800265934.html,8.22,8.48
20010104008_1800265817.html,5.88,6.92
20010101048_1800265267.html,CGPA  6.79,"Result  CE-401 ,"
20010101033_1800265469.html,1.67,5.58
20010101021_1800265930.html,5.19,6.80
20010104046_1800265518.html,7.04,7.79
20010101023_1800265930.html,3.96,6.31
20010101002_1800265499.html,6.54,7.27
20010101003_1800265934.html,8.91,8.65
20010104041_1800265270.html,6.96,7.56
20010101051_1800265267.html,CGPA  5.80,"Result  CE-401 , CE-402 ,CE-403 ,"
20010101001_1800265469.html,2.13,4.81
20010104002_1800265600.html,5.79,7.10
20010104020_1800265600.html,4.38,6.04
20010101025_1800265267.html,CGPA  7.58,Result  PASS
20010101012_1800265267.html,CGPA  7.93,Result  PASS
20010104032_1800265817.html,0.96,3.24
20010104016_1800265988.html,7.57,7.85
20010104047_1800265340.html,CGPA  8.23,Result  PASS
20010101048_1800265499.html,7.31,7.47
20010104038_1800265599.html,7.12,7.61
20010104051_1800265988.html,7.61,7.54
20010101016_1800265934.html,6.91,7.76
20010101060_1800265267.html,CGPA  7.96,Result  PASS
20010101009_1800265790.html,5.96,6.84
20010101061_1800265469.html,7.21,7.94
20010101054_1800265814.html,4.19,6.22
20010104060_1800265270.html,7.33,8.04
20010104050_1800265518.html,8.63,8.57
20010104018_1800265518.html,5.25,6.55
20010505052_1800265770.html,5.63,5.63
20010101012_1800265331.html,CGPA  8.23,Result  PASS
20010101010_1800265814.html,8.67,8.56
20010401048_1800265933.html,3.26,4.23
20010104018_1800265817.html,1.08,5.59
20010603051_1800265590.html,CGPA  7.16,Result  PASS
20010104014_1800265518.html,5.96,6.97
20010104052_1800265518.html,4.54,7.41
20010104037_1800265600.html,7.17,7.70
20010104028_1800265518.html,6.58,7.14
20010104020_1800265817.html,2.35,4.93
20010101060_1800265469.html,7.50,7.87
20010101005_1800265934.html,7.17,6.63
20010101055_1800265934.html,7.52,7.33
20010104044_1800265518.html,1.29,4.35
20010101051_1800265930.html,4.96,6.54
20010104006_1800265817.html,2.77,5.32
20010104014_1800265270.html,5.71,7.03
20010101041_1800265932.html,4.46,5.62
20010101026_1800265814.html,5.74,5.93
20010104039_1800265817.html,6.85,7.40
20010104011_1800265988.html,7.78,7.70
20010101059_1800265267.html,CGPA  7.89,Result  PASS
20010101024_1800265934.html,7.39,7.16
20010101041_1800265789.html,4.00,5.45
20010104037_1800265817.html,6.81,7.49
20010104004_1800265518.html,8.13,7.99
20010104047_1800265518.html,7.29,7.93
20010101062_1800265267.html,CGPA  8.62,Result  PASS
20010101054_1800265499.html,6.12,7.36
20010101064_1800265267.html,CGPA  8.27,Result  PASS
20010101054_1800265331.html,CGPA  7.36,"Result  CE-301 ,"
20010101052_1800265814.html,7.30,7.95
20010104063_1800265817.html,6.54,7.16
20010104062_1800265985.html,5.04,6.01
20010101003_1800265267.html,CGPA  8.77,Result  PASS
20010104062_1800265599.html,4.04,6.32
20010104032_1800265270.html,2.29,4.13
20010101034_1800265331.html,CGPA  7.08,"Result  CE-301 ,"
20010101033_1800265932.html,4.17,6.47
20010104060_1800265988.html,7.52,7.75
20010101024_1800265814.html,6.52,7.13
20010101047_1800265331.html,CGPA  7.20,Result  PASS
20010401026_1800265814.html,5.59,6.04
20010101019_1800265934.html,6.61,7.17
20010101028_1800265814.html,7.30,7.21
20010104018_1800265987.html,3.08,5.94
20010505028_1800265904.html,1.70,4.84
20010104024_1800265821.html,6.58,7.56
20010101041_1800265788.html,3.85,5.92
20010101014_1800265934.html,6.26,6.89
20010101041_1800265500.html,3.33,5.10
15783_1800265830.html,Branch  Civil Engineering,Total  R
20010101039_1800265814.html,6.67,6.40
20010104055_1800265518.html,7.33,7.84
20010101054_1800265933.html,5.52,6.62
20010101056_1800265814.html,7.44,7.44
20010104018_1800265985.html,5.67,6.87
20010101009_1800265814.html,5.96,6.68
20010101041_1800265934.html,4.96,5.43
20010101025_1800265469.html,6.13,7.32
20010101027_1800265499.html,5.85,6.84
20010505006_1800265902.html,4.58,5.51
20010101034_1800265934.html,4.61,6.48
20010104058_1800265270.html,6.71,7.51
20010101018_1800265814.html,7.15,6.70
20010104050_1800265270.html,7.96,8.56
20010101032_1800265331.html,CGPA  6.28,"Result  CE-301 , CE-303 ,"
20010104029_1800265270.html,6.08,7.89
20010101040_1800265814.html,8.00,8.35
20010701001_1800265267.html,CGPA  6.47,"Result  CE-401 , CE-402 ,CE-403 ,"
20010101040_1800265934.html,8.39,8.35
20010603044_1800266011.html,4.23076923076923,5.15322580645161
20010104043_1800265270.html,7.29,8.21
20010101035_1800265814.html,7.81,7.88
20010101022_1800265469.html,3.50,6.04
20010603015_1800266013.html,6.1304347826087,6.78735632183908
20010104016_1800265518.html,7.63,8.03
20010104002_1800265518.html,6.79,7.04
20010101001_1800265932.html,4.38,5.69
20010101018_1800265331.html,CGPA  6.47,"Result  HS-305 ,CE-301 , CE-302 ,"
20010304047_1800265599.html,6.50,7.20
20010104063_1800265988.html,5.87,6.98
20010101023_1800265789.html,4.79,5.94
20010101054_1800265934.html,6.26,6.58
20010101001_1800265267.html,CGPA  4.92,"Result  MA-401 ,CE-401 , CE-402 ,CE-403 ,"
20010104027_1800265518.html,8.54,8.67
20010901008_1800265499.html,3.96,6.42
20010304038_1800265270.html,3.17,5.38
20010101053_1800265934.html,7.13,7.26
20010101059_1800265814.html,7.56,7.73
20010101051_1800265469.html,5.21,5.68
20010104027_1800265270.html,8.21,8.70
20010101062_1800265934.html,8.74,8.42
20010104040_1800265518.html,7.92,7.83
20010104026_1800265270.html,5.46,7.36
20010101020_1800265814.html,7.11,7.09
20010104042_1800265817.html,7.35,7.84
20010101016_1800265469.html,7.58,7.88
20010305051_1800265275.html,CGPA  7.24,Result  PASS
20010101026_1800265931.html,4.75,6.81
20010501034_1800265932.html,4.38,5.49
20010104016_1800265270.html,7.08,8.13
20010101023_1800265469.html,0.96,4.83
20010101057_1800265267.html,CGPA  7.64,Result  PASS
20010101002_1800265814.html,4.19,6.07
20010104002_1800265817.html,5.73,6.89
20010101023_1800265500.html,4.79,5.78
20010104038_1800265817.html,4.15,6.40
20010104030_1800265988.html,5.30,7.39
20010104040_1800265988.html,6.78,7.64
20010101035_1800265267.html,CGPA  8.01,Result  PASS
15802_1800265944.html,Branch  Civil Engineering,Total  540
20010101055_1800265267.html,CGPA  7.44,Result  PASS
20010101007_1800265469.html,6.42,7.27
20010101021_1800265814.html,5.59,5.74
15779_1800265829.html,Branch  Civil Engineering,Total  559
20010104039_1800265270.html,5.21,7.22
20010104057_1800265988.html,4.17,2.74
20010101041_1800265499.html,3.15,5.68
20010104057_1800265270.html,2.04,3.16
20010104020_1800265518.html,2.71,5.39
20010104012_1800265600.html,4.63,6.73
20010104007_1800265518.html,6.29,7.17
20010101059_1800265469.html,7.04,7.77
20010101032_1800265932.html,4.71,6.02
20010101015_1800265469.html,7.46,7.61
20010101001_1800265789.html,3.29,5.47
20010101051_1800265814.html,4.00,5.38
20010101033_1800265790.html,2.17,6.07
20010104022_1800265518.html,3.21,5.25
20010104028_1800265817.html,4.50,6.68
20010104001_1800265821.html,2.88,4.67
20010104059_1800265986.html,5.13,6.70
20010104047_1800265988.html,7.26,7.77
20010101032_1800265790.html,4.21,5.62
20010104033_1800265817.html,3.35,6.55
20010101011_1800265267.html,CGPA  7.78,Result  PASS
20010101049_1800265267.html,CGPA  8.74,Result  PASS
20010101039_1800265932.html,5.67,6.66
20010101032_1800265789.html,4.33,5.97
20010104011_1800265270.html,5.42,7.46
20010101009_1800265331.html,CGPA  7.31,Result  PASS
20010101026_1800265331.html,CGPA  6.82,"Result  CE-301 , CE-302 ,"
20010305058_1800265532.html,6.48,7.31
20010104023_1800265518.html,7.63,7.66
20010104041_1800265817.html,6.85,7.43
20010104037_1800265270.html,6.04,7.43
20010101019_1800265331.html,CGPA  7.20,"Result  CE-301 ,"
20010104008_1800265988.html,6.22,6.82
20010104026_1800265518.html,7.25,7.48
20010104001_1800265817.html,0.92,3.67
20010104025_1800265988.html,6.91,7.37
20010101001_1800265331.html,CGPA  5.61,"Result  HS-305, CE-301 , CE-302 ,CE-303 ,"
20010101032_1800265788.html,5.38,6.50
20010104006_1800265518.html,3.08,5.76
20010101037_1800265814.html,8.19,8.60
20010101022_1800265814.html,4.48,6.07
20010104001_1800265986.html,2.54,4.25
20010101045_1800265267.html,CGPA  8.06,Result  PASS
20010101005_1800265814.html,5.22,6.54
20010101064_1800265469.html,8.25,8.26
20010101007_1800265267.html,CGPA  7.30,"Result  CE-403 ,"
20010104024_1800265518.html,7.00,7.30
20010104055_1800265817.html,7.12,7.71
20010101039_1800265790.html,4.67,6.34
20010104044_1800265817.html,1.42,3.84
20010101027_1800265934.html,5.39,6.10
20010101061_1800265814.html,7.70,7.90
20010104044_1800265599.html,2.88,5.70
20010101026_1800265469.html,2.58,5.65
20010104022_1800265986.html,4.21,5.87
20010104053_1800265988.html,7.17,7.47
20010101018_1800265469.html,6.67,6.61
20010104013_1800265988.html,7.04,7.57
20010101036_1800265934.html,7.52,7.22
20010101022_1800265331.html,CGPA  6.61,"Result  CE-302 ,"
20010101009_1800265934.html,5.13,6.48
20010101055_1800265331.html,CGPA  7.68,Result  PASS
20010104003_1800265340.html,CGPA  6.61,"Result  MA-301 ,"
20010101036_1800265331.html,CGPA  7.42,Result  PASS
20010101001_1800265930.html,6.12,6.68
20010101024_1800265469.html,6.00,7.26
20010104045_1800265270.html,5.17,7.38
20010101063_1800265469.html,5.58,6.87
20010101046_1800265267.html,CGPA  6.70,"Result  CE-401 , CE-403 ,"
20010101027_1800265267.html,CGPA  5.92,"Result  CE-402 ,CE-403 ,"
20010104042_1800265518.html,7.42,7.95
20010101018_1800265267.html,CGPA  6.06,"Result  CE-401 , CE-402 ,"
20010104023_1800265270.html,6.92,7.66
