file_name,sgpa,cgpa
21012114084_1800265843.html,2,714
20012514008_1800265846.html,1,825
20012414031_1800265846.html,1,833
23011614007_1800265840.html,1,690
23013314111_1800265840.html,1,776
20012814039_1800265432.html,2,
22012814029_1800265735.html,86896551724,
20011914043_1800265434.html,2,
22015214021_1800265842.html,2,867
22015214018_1800265430.html,1,790
23013314017_1800265840.html,1,700
20012614029_1800265434.html,2,
21012214050_1800265735.html,,202
21012914032_1800265844.html,2,731
21013314036_1800265735.html,,202203204
20012114041_1800265843.html,2,564
21012614045_1800265370.html,662,204
20012014012_1800265726.html,69285714286,
21023114004_1800265726.html,72857142857,
21012514029_1800265844.html,2,777
20012814028_1800265372.html,329,401402404405
21012414035_1800265370.html,455,201202203
20012514006_1800265728.html,,604605
21012114039_1800265370.html,328,201203204205
22013614037_1800265735.html,85517241379,
20013514030_1800265372.html,293,401402404405
21013414053_1800265844.html,2,769
21012514025_1800265726.html,75714285714,
20012914005_1800265728.html,74,
22013114090_1800265430.html,1,
21012814043_1800265431.html,1,
21013514053_1800265844.html,2,200
22013414025_1800265842.html,2,775
21012514018_1800265432.html,2,833
21013014042_1800265370.html,755,
21011715026_1800265696.html,71,
21013514002_1800265844.html,2,192
20013114086_1800265728.html,,603
20011715010_1800265529.html,585,696
22023314003_1800265844.html,2,723
23013514038_1800265840.html,1,528
22012314022_1800265430.html,1,
20012114063_1800265434.html,2,808
20012614030_1800265434.html,2,
21013514049_1800265431.html,1,
21012714031_1800265735.html,,202203
23012014058_1800265840.html,1,583
21012314039_1800265431.html,1,862
22012514036_1800265735.html,90689655172,
20012614007_1800265369.html,724,
20011814046_1800265728.html,88,
22013314072_1800265735.html,,203
20012814057_1800265728.html,,601602604
20012114039_1800265372.html,536,401404
21012014020_1800265370.html,562,202210
20012014010_1800265728.html,72666666667,
20012914011_1800265372.html,843,
20012714010_1800265727.html,,501502503504
22013014039_1800265842.html,2,825
20013514031_1800265726.html,,401402
23012214031_1800265840.html,1,410
22012414052_1800265842.html,2,367
22011914024_1800265842.html,2,683
22013314020_1800265735.html,,202203
22013314032_1800265842.html,2,908
22011814016_1800265734.html,730,
21012014054_1800265844.html,2,785
20012414039_1800265727.html,64615384615,
20012014061_1800265372.html,736,
22022014005_1800265432.html,2,742
21011814059_1800265370.html,338,201202203204
20012114040_1800265372.html,507,401404
20013314040_1800265728.html,,604
21013014038_1800265430.html,1,
20012614025_1800265725.html,,303
21012114004_1800265431.html,1,
22011814037_1800265735.html,793,
22012114057_1800265735.html,790,
22013214085_1800265430.html,1,767
20012814034_1800265846.html,1,692
20011814018_1800265728.html,8,
22012614054_1800265842.html,2,617
21012114051_1800265726.html,,401402403404405
20012014056_1800265372.html,593,401
21012614039_1800265842.html,2,658
20011814055_1800265728.html,82666666667,
22013314028_1800265430.html,1,787
20013114006_1800265843.html,2,729
21013114086_1800265843.html,2,671
22013214101_1800265430.html,1,
20013014016_1800265844.html,2,654
21012214025_1800265726.html,,401402404
21012914009_1800265432.html,2,792
20012714058_1800265433.html,2,
21012114113_1800265726.html,8,
22011914043_1800265842.html,2,467
21012314022_1800265843.html,2,429
20011814024_1800265846.html,1,850
21013514026_1800265735.html,66206896552,
21012214021_1800265726.html,,401402405
20013114016_1800265846.html,1,800
20013114052_1800265728.html,80666666667,
23012314039_1800265840.html,1,780
22012314013_1800265841.html,1,810
21012614026_1800265432.html,2,767
20013514014_1800265433.html,2,
20012814027_1800265726.html,,401
23022214007_1800265842.html,2,550
23013214038_1800265840.html,1,543
22012114089_1800265735.html,,204205206210
21012314062_1800265844.html,2,731
21013414042_1800265726.html,78571428571,
21012314063_1800265844.html,2,731
21012714035_1800265370.html,531,202203
23012314050_1800265840.html,1,855
21012814056_1800265843.html,2,729
20013114065_1800265846.html,1,767
20013514025_1800265434.html,2,
20012514037_1800265434.html,2,
21013014035_1800265844.html,2,708
20011814019_1800265372.html,779,
21013314004_1800265843.html,2,707
21011715009_1800265221.html,776,776
22013414008_1800265430.html,1,776
21013414049_1800265431.html,1,
23013214075_1800265840.html,1,397
20011814041_1800265843.html,2,650
20013514006_1800265727.html,,502503
21013314057_1800265370.html,455,201202203
23015314032_1800265840.html,1,630
20012414048_1800265728.html,79333333333,
20011914022_1800265844.html,2,631
20012514052_1800265372.html,800,
20012714044_1800265846.html,1,608
21011715014_1800265221.html,848,848
21012214014_1800265842.html,2,658
20012714051_1800265434.html,2,700
21023614012_1800265372.html,664,
21013414033_1800265844.html,2,731
22012714064_1800265735.html,683,
20012814003_1800265844.html,2,523
22011614003_1800265430.html,1,
20013114040_1800265372.html,664,402
22013514020_1800265735.html,945,
20011814055_1800265434.html,2,800
23013414017_1800265840.html,1,580
20013314047_1800265434.html,2,
22012414059_1800265842.html,2,892
20012714063_1800265434.html,2,
23023314009_1800265842.html,2,492
20012514064_1800265846.html,1,733
22012114005_1800265842.html,2,825
20013114059_1800265434.html,2,
23015414069_1800265840.html,1,577
22013614030_1800265734.html,,101
22012214033_1800265841.html,1,662
20012014054_1800265372.html,757,
20012014003_1800265433.html,2,
23013114074_1800265840.html,1,521
20013514044_1800265728.html,78,
21013014009_1800265726.html,,
20013614041_1800265433.html,2,671
21013214035_1800265844.html,2,800
21012514037_1800265842.html,2,675
22011614011_1800265430.html,1,769
23013114088_1800265840.html,1,803
22011614068_1800265735.html,762,
20013214001_1800265846.html,1,750
20013514031_1800265728.html,,602604605
23013414042_1800265840.html,1,890
21012914053_1800265431.html,1,
20011914029_1800265846.html,1,867
21012714041_1800265370.html,752,
22013414009_1800265430.html,1,
21013514032_1800265370.html,331,201202203204
22013614015_1800265430.html,1,
23015214051_1800265840.html,1,390
20011614027_1800265846.html,1,892
21011614016_1800265370.html,776,
22013114004_1800265430.html,1,
22013314021_1800265430.html,1,
20013414009_1800265372.html,900,
23013514001_1800265840.html,1,252
20012114016_1800265372.html,171,401402404406407408409
20012814013_1800265433.html,2,
21012814031_1800265725.html,68333333333,
20012714030_1800265433.html,2,
21012314025_1800265735.html,61724137931,
22012114078_1800265842.html,2,633
21013214032_1800265726.html,79285714286,
21013214042_1800265370.html,321,201202203204
21013514003_1800265370.html,514,201205
22011914018_1800265842.html,2,700
21012014047_1800265844.html,2,823
22013214025_1800265430.html,1,
21013314044_1800265844.html,2,715
21013114003_1800265432.html,2,783
20013014024_1800265372.html,400,401402404
20012814004_1800265846.html,1,708
22012614034_1800265430.html,1,780
21013114042_1800265370.html,428,201202204
23012614047_1800265840.html,1,666
20012314001_1800265728.html,88666666667,
21012614009_1800265369.html,797,
22013014035_1800265842.html,2,558
22012114012_1800265430.html,1,
21012414058_1800265726.html,,402
21013514049_1800265432.html,2,683
22013514059_1800265842.html,2,525
20012514033_1800265372.html,614,401
21012714013_1800265843.html,2,657
21012214060_1800265369.html,714,
22012514011_1800265430.html,1,810
22013414010_1800265430.html,1,
21013314035_1800265844.html,2,600
21013014051_1800265370.html,431,201202204
22012114094_1800265430.html,1,827
22022314004_1800265726.html,76428571429,
21012114104_1800265844.html,2,177
21012214061_1800265369.html,643,104
22013314002_1800265735.html,714,
22012814009_1800265842.html,2,458
22013514041_1800265735.html,766,
23013114022_1800265840.html,1,763
20013314045_1800265433.html,2,
21012714004_1800265726.html,,401402403404405
21013414052_1800265432.html,2,817
20011614011_1800265846.html,1,883
21012114018_1800265431.html,1,
22012914013_1800265735.html,72413793103,
20012614054_1800265728.html,66666666667,
20011715013_1800265555.html,745,722
20011814029_1800265371.html,592,303
20012614007_1800265844.html,2,569
22012314015_1800265842.html,2,750
23015414032_1800265840.html,1,679
22012714040_1800265842.html,2,800
20012114034_1800265372.html,543,401404
21013114095_1800265735.html,,204
22013014040_1800265735.html,,203
21012814043_1800265726.html,66428571429,
22011614039_1800265735.html,848,
23015414028_1800265840.html,1,453
21012614062_1800265370.html,697,204
21012914033_1800265844.html,2,838
20011914027_1800265845.html,2,567
20013114074_1800265843.html,2,679
21011814057_1800265370.html,824,
20011614029_1800265843.html,2,621
23013214090_1800265840.html,1,545
22012114065_1800265841.html,1,576
20012914033_1800265728.html,74,
21011614038_1800265726.html,80714285714,
23015314039_1800265840.html,1,638
21012514009_1800265431.html,1,
21012414053_1800265735.html,72413793103,
21012714011_1800265370.html,331,201202203204
22011614019_1800265842.html,2,858
21012314011_1800265432.html,2,
21012414007_1800265843.html,2,693
22011614033_1800265842.html,2,867
22012314026_1800265430.html,1,855
22015214024_1800265735.html,87931034483,
20012814017_1800265432.html,2,
20012314013_1800265434.html,2,731
21011914038_1800265844.html,2,254
22012614009_1800265430.html,1,
21012814023_1800265430.html,1,
21011715013_1800265221.html,776,776
20013614028_1800265726.html,71428571429,
21011614006_1800265726.html,82857142857,
23013514005_1800265840.html,1,355
21012614034_1800265370.html,545,202204
22013214052_1800265734.html,,101102104
20012714020_1800265726.html,,401
21012214017_1800265432.html,2,650
22013214019_1800265735.html,71379310345,
21013414055_1800265725.html,73333333333,
20012614022_1800265434.html,2,
20012214023_1800265842.html,2,575
21011614048_1800265844.html,2,869
21012214016_1800265369.html,734,
21013314005_1800265432.html,2,
20012414043_1800265734.html,714,
20012614029_1800265843.html,2,657
23013314009_1800265840.html,1,773
22013614056_1800265842.html,2,708
21011914011_1800265842.html,2,550
21012214055_1800265844.html,2,838
20013014008_1800265725.html,64166666667,
23013214007_1800265840.html,1,437
21012914026_1800265726.html,,403405
20012814003_1800265846.html,1,708
21011814026_1800265432.html,2,758
