date,state_name,veg_name,price,retail_price,mall_price,unit,veg_image
2024-06-15,Himachal Pradesh,Pumpkin,17,20 - 22,20 - 28,1kg,N/A
2024-06-15,Himachal Pradesh,Radish,34,39 - 43,41 - 56,1kg,N/A
2024-06-15,Himachal Pradesh,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-15,Himachal Pradesh,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,N/A
2024-06-15,Himachal Pradesh,Snake Gourd,37,43 - 47,44 - 61,1kg,N/A
2024-06-15,Himachal Pradesh,Sorrel Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-15,Himachal Pradesh,Spinach,10,12 - 13,12 - 17,1kg,N/A
2024-06-15,Himachal Pradesh,Sweet Potato,36,41 - 46,43 - 59,1kg,N/A
2024-06-16,Himachal Pradesh,Onion Big,38,44 - 48,46 - 63,1kg,N/A
2024-06-16,Himachal Pradesh,Onion Small,53,61 - 67,64 - 87,1kg,N/A
2024-06-16,Himachal Pradesh,Tomato,44,51 - 56,53 - 73,1kg,N/A
2024-06-16,Himachal Pradesh,Green Chilli,93,107 - 118,112 - 153,1kg,N/A
2024-06-16,Himachal Pradesh,Beetroot,35,40 - 44,42 - 58,1kg,N/A
2024-06-16,Himachal Pradesh,Potato,34,39 - 43,41 - 56,1kg,N/A
2024-06-16,Himachal Pradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-06-16,Himachal Pradesh,Amaranth Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-16,Himachal Pradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-16,Himachal Pradesh,Ash gourd,20,23 - 25,24 - 33,1kg,N/A
2024-06-16,Himachal Pradesh,Baby Corn,62,71 - 79,74 - 102,1kg,N/A
2024-06-16,Himachal Pradesh,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-06-16,Himachal Pradesh,Capsicum,41,47 - 52,49 - 68,1kg,N/A
2024-06-16,Himachal Pradesh,Bitter Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-16,Himachal Pradesh,Bottle Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-16,Himachal Pradesh,Butter Beans,49,56 - 62,59 - 81,1kg,N/A
2024-06-16,Himachal Pradesh,Broad Beans,60,69 - 76,72 - 99,1kg,N/A
2024-06-16,Himachal Pradesh,Cabbage,32,37 - 41,38 - 53,1kg,N/A
2024-06-16,Himachal Pradesh,Carrot,44,51 - 56,53 - 73,1kg,N/A
2024-06-16,Himachal Pradesh,Cauliflower,27,31 - 34,32 - 45,1kg,N/A
2024-06-16,Himachal Pradesh,Cluster beans,43,49 - 55,52 - 71,1kg,N/A
2024-06-16,Himachal Pradesh,Coconut,38,44 - 48,46 - 63,1kg,N/A
2024-06-16,Himachal Pradesh,Colocasia Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-16,Himachal Pradesh,Colocasia,29,33 - 37,35 - 48,1kg,N/A
2024-06-16,Himachal Pradesh,Coriander Leaves,6,7 - 8,7 - 10,1kg,N/A
2024-06-16,Himachal Pradesh,Corn,33,38 - 42,40 - 54,1kg,N/A
2024-06-16,Himachal Pradesh,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-06-16,Himachal Pradesh,Curry Leaves,25,29 - 32,30 - 41,1kg,N/A
2024-06-16,Himachal Pradesh,Dill Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-16,Himachal Pradesh,Drumsticks,30,35 - 38,36 - 50,1kg,N/A
2024-06-16,Himachal Pradesh,Brinjal,36,41 - 46,43 - 59,1kg,N/A
2024-06-16,Himachal Pradesh,Brinjal (Big),30,35 - 38,36 - 50,1kg,N/A
2024-06-16,Himachal Pradesh,Elephant Yam,38,44 - 48,46 - 63,1kg,N/A
2024-06-16,Himachal Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-16,Himachal Pradesh,French Beans,171,197 - 217,205 - 282,1kg,N/A
2024-06-16,Himachal Pradesh,Garlic,256,294 - 325,307 - 422,1kg,N/A
2024-06-16,Himachal Pradesh,Ginger,133,153 - 169,160 - 219,1kg,N/A
2024-06-16,Himachal Pradesh,Onion Green,44,51 - 56,53 - 73,1kg,N/A
2024-06-16,Himachal Pradesh,Green Peas,42,48 - 53,50 - 69,1kg,N/A
2024-06-16,Himachal Pradesh,Ivy Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-06-16,Himachal Pradesh,Lemon (Lime),97,112 - 123,116 - 160,1kg,N/A
2024-06-16,Himachal Pradesh,Mango Raw,28,32 - 36,34 - 46,1kg,N/A
2024-06-16,Himachal Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-16,Himachal Pradesh,Mushroom,86,99 - 109,103 - 142,1kg,N/A
2024-06-16,Himachal Pradesh,Mustard Leaves,18,21 - 23,22 - 30,1kg,N/A
2024-06-16,Himachal Pradesh,Ladies Finger,46,53 - 58,55 - 76,1kg,N/A
2024-06-16,Himachal Pradesh,Pumpkin,17,20 - 22,20 - 28,1kg,N/A
2024-06-16,Himachal Pradesh,Radish,34,39 - 43,41 - 56,1kg,N/A
2024-06-16,Himachal Pradesh,Ridge Gourd,36,41 - 46,43 - 59,1kg,N/A
2024-06-16,Himachal Pradesh,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,N/A
2024-06-16,Himachal Pradesh,Snake Gourd,37,43 - 47,44 - 61,1kg,N/A
2024-06-16,Himachal Pradesh,Sorrel Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-16,Himachal Pradesh,Spinach,10,12 - 13,12 - 17,1kg,N/A
2024-06-16,Himachal Pradesh,Sweet Potato,36,41 - 46,43 - 59,1kg,N/A
2024-06-17,Himachal Pradesh,Onion Big,37,43 - 47,44 - 61,1kg,N/A
2024-06-17,Himachal Pradesh,Onion Small,57,66 - 72,68 - 94,1kg,N/A
2024-06-17,Himachal Pradesh,Tomato,38,44 - 48,46 - 63,1kg,N/A
2024-06-17,Himachal Pradesh,Green Chilli,61,70 - 77,73 - 101,1kg,N/A
2024-06-17,Himachal Pradesh,Beetroot,44,51 - 56,53 - 73,1kg,N/A
2024-06-17,Himachal Pradesh,Potato,37,43 - 47,44 - 61,1kg,N/A
2024-06-17,Himachal Pradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-06-17,Himachal Pradesh,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-17,Himachal Pradesh,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-06-17,Himachal Pradesh,Ash gourd,17,20 - 22,20 - 28,1kg,N/A
2024-06-17,Himachal Pradesh,Baby Corn,46,53 - 58,55 - 76,1kg,N/A
2024-06-17,Himachal Pradesh,Banana Flower,18,21 - 23,22 - 30,1kg,N/A
2024-06-17,Himachal Pradesh,Capsicum,41,47 - 52,49 - 68,1kg,N/A
2024-06-17,Himachal Pradesh,Bitter Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-17,Himachal Pradesh,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-17,Himachal Pradesh,Butter Beans,51,59 - 65,61 - 84,1kg,N/A
2024-06-17,Himachal Pradesh,Broad Beans,72,83 - 91,86 - 119,1kg,N/A
2024-06-17,Himachal Pradesh,Cabbage,34,39 - 43,41 - 56,1kg,N/A
2024-06-17,Himachal Pradesh,Carrot,47,54 - 60,56 - 78,1kg,N/A
2024-06-17,Himachal Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-06-17,Himachal Pradesh,Cluster beans,41,47 - 52,49 - 68,1kg,N/A
2024-06-17,Himachal Pradesh,Coconut,38,44 - 48,46 - 63,1kg,N/A
2024-06-17,Himachal Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-17,Himachal Pradesh,Colocasia,29,33 - 37,35 - 48,1kg,N/A
2024-06-17,Himachal Pradesh,Coriander Leaves,6,7 - 8,7 - 10,1kg,N/A
2024-06-17,Himachal Pradesh,Corn,30,35 - 38,36 - 50,1kg,N/A
2024-06-17,Himachal Pradesh,Cucumber,30,35 - 38,36 - 50,1kg,N/A
2024-06-17,Himachal Pradesh,Curry Leaves,26,30 - 33,31 - 43,1kg,N/A
2024-06-17,Himachal Pradesh,Dill Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-17,Himachal Pradesh,Drumsticks,80,92 - 102,96 - 132,1kg,N/A
2024-06-17,Himachal Pradesh,Brinjal,38,44 - 48,46 - 63,1kg,N/A
2024-06-17,Himachal Pradesh,Brinjal (Big),32,37 - 41,38 - 53,1kg,N/A
2024-06-17,Himachal Pradesh,Elephant Yam,38,44 - 48,46 - 63,1kg,N/A
2024-06-17,Himachal Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-17,Himachal Pradesh,French Beans,114,131 - 145,137 - 188,1kg,N/A
2024-06-17,Himachal Pradesh,Garlic,220,253 - 279,264 - 363,1kg,N/A
2024-06-17,Himachal Pradesh,Ginger,131,151 - 166,157 - 216,1kg,N/A
2024-06-17,Himachal Pradesh,Onion Green,38,44 - 48,46 - 63,1kg,N/A
2024-06-17,Himachal Pradesh,Green Peas,45,52 - 57,54 - 74,1kg,N/A
2024-06-17,Himachal Pradesh,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-06-17,Himachal Pradesh,Lemon (Lime),90,104 - 114,108 - 149,1kg,N/A
2024-06-17,Himachal Pradesh,Mango Raw,35,40 - 44,42 - 58,1kg,N/A
2024-06-17,Himachal Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-17,Himachal Pradesh,Mushroom,92,106 - 117,110 - 152,1kg,N/A
2024-06-17,Himachal Pradesh,Mustard Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-17,Himachal Pradesh,Ladies Finger,45,52 - 57,54 - 74,1kg,N/A
2024-06-17,Himachal Pradesh,Pumpkin,19,22 - 24,23 - 31,1kg,N/A
2024-06-17,Himachal Pradesh,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-06-17,Himachal Pradesh,Ridge Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-17,Himachal Pradesh,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,N/A
2024-06-17,Himachal Pradesh,Snake Gourd,37,43 - 47,44 - 61,1kg,N/A
2024-06-17,Himachal Pradesh,Sorrel Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-17,Himachal Pradesh,Spinach,13,15 - 17,16 - 21,1kg,N/A
2024-06-17,Himachal Pradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-18,Himachal Pradesh,Onion Big,37,43 - 47,44 - 61,1kg,N/A
2024-06-18,Himachal Pradesh,Onion Small,57,66 - 72,68 - 94,1kg,N/A
2024-06-18,Himachal Pradesh,Tomato,38,44 - 48,46 - 63,1kg,N/A
2024-06-18,Himachal Pradesh,Green Chilli,61,70 - 77,73 - 101,1kg,N/A
2024-06-18,Himachal Pradesh,Beetroot,44,51 - 56,53 - 73,1kg,N/A
2024-06-18,Himachal Pradesh,Potato,37,43 - 47,44 - 61,1kg,N/A
2024-06-18,Himachal Pradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-06-18,Himachal Pradesh,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-18,Himachal Pradesh,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-06-18,Himachal Pradesh,Ash gourd,17,20 - 22,20 - 28,1kg,N/A
2024-06-18,Himachal Pradesh,Baby Corn,46,53 - 58,55 - 76,1kg,N/A
2024-06-18,Himachal Pradesh,Banana Flower,18,21 - 23,22 - 30,1kg,N/A
2024-06-18,Himachal Pradesh,Capsicum,41,47 - 52,49 - 68,1kg,N/A
2024-06-18,Himachal Pradesh,Bitter Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-18,Himachal Pradesh,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-18,Himachal Pradesh,Butter Beans,51,59 - 65,61 - 84,1kg,N/A
2024-06-18,Himachal Pradesh,Broad Beans,72,83 - 91,86 - 119,1kg,N/A
2024-06-18,Himachal Pradesh,Cabbage,34,39 - 43,41 - 56,1kg,N/A
2024-06-18,Himachal Pradesh,Carrot,47,54 - 60,56 - 78,1kg,N/A
2024-06-18,Himachal Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-06-18,Himachal Pradesh,Cluster beans,41,47 - 52,49 - 68,1kg,N/A
2024-06-18,Himachal Pradesh,Coconut,38,44 - 48,46 - 63,1kg,N/A
2024-06-18,Himachal Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-18,Himachal Pradesh,Colocasia,29,33 - 37,35 - 48,1kg,N/A
2024-06-18,Himachal Pradesh,Coriander Leaves,6,7 - 8,7 - 10,1kg,N/A
2024-06-18,Himachal Pradesh,Corn,30,35 - 38,36 - 50,1kg,N/A
2024-06-18,Himachal Pradesh,Cucumber,30,35 - 38,36 - 50,1kg,N/A
2024-06-18,Himachal Pradesh,Curry Leaves,26,30 - 33,31 - 43,1kg,N/A
2024-06-18,Himachal Pradesh,Dill Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-18,Himachal Pradesh,Drumsticks,80,92 - 102,96 - 132,1kg,N/A
2024-06-18,Himachal Pradesh,Brinjal,38,44 - 48,46 - 63,1kg,N/A
2024-06-18,Himachal Pradesh,Brinjal (Big),32,37 - 41,38 - 53,1kg,N/A
2024-06-18,Himachal Pradesh,Elephant Yam,38,44 - 48,46 - 63,1kg,N/A
2024-06-18,Himachal Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-18,Himachal Pradesh,French Beans,114,131 - 145,137 - 188,1kg,N/A
2024-06-18,Himachal Pradesh,Garlic,220,253 - 279,264 - 363,1kg,N/A
2024-06-18,Himachal Pradesh,Ginger,131,151 - 166,157 - 216,1kg,N/A
2024-06-18,Himachal Pradesh,Onion Green,38,44 - 48,46 - 63,1kg,N/A
2024-06-18,Himachal Pradesh,Green Peas,45,52 - 57,54 - 74,1kg,N/A
2024-06-18,Himachal Pradesh,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-06-18,Himachal Pradesh,Lemon (Lime),90,104 - 114,108 - 149,1kg,N/A
2024-06-18,Himachal Pradesh,Mango Raw,35,40 - 44,42 - 58,1kg,N/A
2024-06-18,Himachal Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-18,Himachal Pradesh,Mushroom,92,106 - 117,110 - 152,1kg,N/A
2024-06-18,Himachal Pradesh,Mustard Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-18,Himachal Pradesh,Ladies Finger,45,52 - 57,54 - 74,1kg,N/A
2024-06-18,Himachal Pradesh,Pumpkin,19,22 - 24,23 - 31,1kg,N/A
2024-06-18,Himachal Pradesh,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-06-18,Himachal Pradesh,Ridge Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-18,Himachal Pradesh,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,N/A
2024-06-18,Himachal Pradesh,Snake Gourd,37,43 - 47,44 - 61,1kg,N/A
2024-06-18,Himachal Pradesh,Sorrel Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-18,Himachal Pradesh,Spinach,13,15 - 17,16 - 21,1kg,N/A
2024-06-18,Himachal Pradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-19,Himachal Pradesh,Onion Big,37,43 - 47,44 - 61,1kg,N/A
2024-06-19,Himachal Pradesh,Onion Small,57,66 - 72,68 - 94,1kg,N/A
2024-06-19,Himachal Pradesh,Tomato,38,44 - 48,46 - 63,1kg,N/A
2024-06-19,Himachal Pradesh,Green Chilli,61,70 - 77,73 - 101,1kg,N/A
2024-06-19,Himachal Pradesh,Beetroot,44,51 - 56,53 - 73,1kg,N/A
2024-06-19,Himachal Pradesh,Potato,37,43 - 47,44 - 61,1kg,N/A
2024-06-19,Himachal Pradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-06-19,Himachal Pradesh,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-19,Himachal Pradesh,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-06-19,Himachal Pradesh,Ash gourd,17,20 - 22,20 - 28,1kg,N/A
2024-06-19,Himachal Pradesh,Baby Corn,46,53 - 58,55 - 76,1kg,N/A
2024-06-19,Himachal Pradesh,Banana Flower,18,21 - 23,22 - 30,1kg,N/A
2024-06-19,Himachal Pradesh,Capsicum,41,47 - 52,49 - 68,1kg,N/A
2024-06-19,Himachal Pradesh,Bitter Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-19,Himachal Pradesh,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-19,Himachal Pradesh,Butter Beans,51,59 - 65,61 - 84,1kg,N/A
2024-06-19,Himachal Pradesh,Broad Beans,72,83 - 91,86 - 119,1kg,N/A
2024-06-19,Himachal Pradesh,Cabbage,34,39 - 43,41 - 56,1kg,N/A
2024-06-19,Himachal Pradesh,Carrot,47,54 - 60,56 - 78,1kg,N/A
2024-06-19,Himachal Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-06-19,Himachal Pradesh,Cluster beans,41,47 - 52,49 - 68,1kg,N/A
2024-06-19,Himachal Pradesh,Coconut,38,44 - 48,46 - 63,1kg,N/A
2024-06-19,Himachal Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-19,Himachal Pradesh,Colocasia,29,33 - 37,35 - 48,1kg,N/A
2024-06-19,Himachal Pradesh,Coriander Leaves,6,7 - 8,7 - 10,1kg,N/A
2024-06-19,Himachal Pradesh,Corn,30,35 - 38,36 - 50,1kg,N/A
2024-06-19,Himachal Pradesh,Cucumber,30,35 - 38,36 - 50,1kg,N/A
2024-06-19,Himachal Pradesh,Curry Leaves,26,30 - 33,31 - 43,1kg,N/A
2024-06-19,Himachal Pradesh,Dill Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-19,Himachal Pradesh,Drumsticks,80,92 - 102,96 - 132,1kg,N/A
2024-06-19,Himachal Pradesh,Brinjal,38,44 - 48,46 - 63,1kg,N/A
2024-06-19,Himachal Pradesh,Brinjal (Big),32,37 - 41,38 - 53,1kg,N/A
2024-06-19,Himachal Pradesh,Elephant Yam,38,44 - 48,46 - 63,1kg,N/A
2024-06-19,Himachal Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-19,Himachal Pradesh,French Beans,114,131 - 145,137 - 188,1kg,N/A
2024-06-19,Himachal Pradesh,Garlic,220,253 - 279,264 - 363,1kg,N/A
2024-06-19,Himachal Pradesh,Ginger,131,151 - 166,157 - 216,1kg,N/A
2024-06-19,Himachal Pradesh,Onion Green,38,44 - 48,46 - 63,1kg,N/A
2024-06-19,Himachal Pradesh,Green Peas,45,52 - 57,54 - 74,1kg,N/A
2024-06-19,Himachal Pradesh,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-06-19,Himachal Pradesh,Lemon (Lime),90,104 - 114,108 - 149,1kg,N/A
2024-06-19,Himachal Pradesh,Mango Raw,35,40 - 44,42 - 58,1kg,N/A
2024-06-19,Himachal Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-19,Himachal Pradesh,Mushroom,92,106 - 117,110 - 152,1kg,N/A
2024-06-19,Himachal Pradesh,Mustard Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-19,Himachal Pradesh,Ladies Finger,45,52 - 57,54 - 74,1kg,N/A
2024-06-19,Himachal Pradesh,Pumpkin,19,22 - 24,23 - 31,1kg,N/A
2024-06-19,Himachal Pradesh,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-06-19,Himachal Pradesh,Ridge Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-19,Himachal Pradesh,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,N/A
2024-06-19,Himachal Pradesh,Snake Gourd,37,43 - 47,44 - 61,1kg,N/A
2024-06-19,Himachal Pradesh,Sorrel Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-19,Himachal Pradesh,Spinach,13,15 - 17,16 - 21,1kg,N/A
2024-06-19,Himachal Pradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-20,Himachal Pradesh,Onion Big,37,43 - 47,44 - 61,1kg,N/A
2024-06-20,Himachal Pradesh,Onion Small,57,66 - 72,68 - 94,1kg,N/A
2024-06-20,Himachal Pradesh,Tomato,38,44 - 48,46 - 63,1kg,N/A
2024-06-20,Himachal Pradesh,Green Chilli,61,70 - 77,73 - 101,1kg,N/A
2024-06-20,Himachal Pradesh,Beetroot,44,51 - 56,53 - 73,1kg,N/A
2024-06-20,Himachal Pradesh,Potato,37,43 - 47,44 - 61,1kg,N/A
2024-06-20,Himachal Pradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-06-20,Himachal Pradesh,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-20,Himachal Pradesh,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-06-20,Himachal Pradesh,Ash gourd,17,20 - 22,20 - 28,1kg,N/A
2024-06-20,Himachal Pradesh,Baby Corn,46,53 - 58,55 - 76,1kg,N/A
2024-06-20,Himachal Pradesh,Banana Flower,18,21 - 23,22 - 30,1kg,N/A
2024-06-20,Himachal Pradesh,Capsicum,41,47 - 52,49 - 68,1kg,N/A
2024-06-20,Himachal Pradesh,Bitter Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-20,Himachal Pradesh,Bottle Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-20,Himachal Pradesh,Butter Beans,51,59 - 65,61 - 84,1kg,N/A
2024-06-20,Himachal Pradesh,Broad Beans,72,83 - 91,86 - 119,1kg,N/A
2024-06-20,Himachal Pradesh,Cabbage,34,39 - 43,41 - 56,1kg,N/A
2024-06-20,Himachal Pradesh,Carrot,47,54 - 60,56 - 78,1kg,N/A
2024-06-20,Himachal Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-06-20,Himachal Pradesh,Cluster beans,41,47 - 52,49 - 68,1kg,N/A
2024-06-20,Himachal Pradesh,Coconut,38,44 - 48,46 - 63,1kg,N/A
2024-06-20,Himachal Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-06-20,Himachal Pradesh,Colocasia,29,33 - 37,35 - 48,1kg,N/A
2024-06-20,Himachal Pradesh,Coriander Leaves,6,7 - 8,7 - 10,1kg,N/A
2024-06-20,Himachal Pradesh,Corn,30,35 - 38,36 - 50,1kg,N/A
2024-06-20,Himachal Pradesh,Cucumber,30,35 - 38,36 - 50,1kg,N/A
2024-06-20,Himachal Pradesh,Curry Leaves,26,30 - 33,31 - 43,1kg,N/A
2024-06-20,Himachal Pradesh,Dill Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-20,Himachal Pradesh,Drumsticks,80,92 - 102,96 - 132,1kg,N/A
2024-06-20,Himachal Pradesh,Brinjal,38,44 - 48,46 - 63,1kg,N/A
2024-06-20,Himachal Pradesh,Brinjal (Big),32,37 - 41,38 - 53,1kg,N/A
2024-06-20,Himachal Pradesh,Elephant Yam,38,44 - 48,46 - 63,1kg,N/A
2024-06-20,Himachal Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-06-20,Himachal Pradesh,French Beans,114,131 - 145,137 - 188,1kg,N/A
2024-06-20,Himachal Pradesh,Garlic,220,253 - 279,264 - 363,1kg,N/A
2024-06-20,Himachal Pradesh,Ginger,131,151 - 166,157 - 216,1kg,N/A
2024-06-20,Himachal Pradesh,Onion Green,38,44 - 48,46 - 63,1kg,N/A
2024-06-20,Himachal Pradesh,Green Peas,45,52 - 57,54 - 74,1kg,N/A
2024-06-20,Himachal Pradesh,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-06-20,Himachal Pradesh,Lemon (Lime),90,104 - 114,108 - 149,1kg,N/A
2024-06-20,Himachal Pradesh,Mango Raw,35,40 - 44,42 - 58,1kg,N/A
2024-06-20,Himachal Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-20,Himachal Pradesh,Mushroom,92,106 - 117,110 - 152,1kg,N/A
2024-06-20,Himachal Pradesh,Mustard Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-20,Himachal Pradesh,Ladies Finger,45,52 - 57,54 - 74,1kg,N/A
2024-06-20,Himachal Pradesh,Pumpkin,19,22 - 24,23 - 31,1kg,N/A
2024-06-20,Himachal Pradesh,Radish,33,38 - 42,40 - 54,1kg,N/A
2024-06-20,Himachal Pradesh,Ridge Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-20,Himachal Pradesh,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,N/A
2024-06-20,Himachal Pradesh,Snake Gourd,37,43 - 47,44 - 61,1kg,N/A
2024-06-20,Himachal Pradesh,Sorrel Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-20,Himachal Pradesh,Spinach,13,15 - 17,16 - 21,1kg,N/A
2024-06-20,Himachal Pradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-06-21,Himachal Pradesh,Onion Big,37,43 - 47,44 - 61,1kg,N/A
2024-06-21,Himachal Pradesh,Onion Small,53,61 - 67,64 - 87,1kg,N/A
2024-06-21,Himachal Pradesh,Tomato,51,59 - 65,61 - 84,1kg,N/A
2024-06-21,Himachal Pradesh,Green Chilli,60,69 - 76,72 - 99,1kg,N/A
2024-06-21,Himachal Pradesh,Beetroot,41,47 - 52,49 - 68,1kg,N/A
2024-06-21,Himachal Pradesh,Potato,37,43 - 47,44 - 61,1kg,N/A
2024-06-21,Himachal Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-21,Himachal Pradesh,Amaranth Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-21,Himachal Pradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-21,Himachal Pradesh,Ash gourd,18,21 - 23,22 - 30,1kg,N/A
2024-06-21,Himachal Pradesh,Baby Corn,53,61 - 67,64 - 87,1kg,N/A
2024-06-21,Himachal Pradesh,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-06-21,Himachal Pradesh,Capsicum,40,46 - 51,48 - 66,1kg,N/A
2024-06-21,Himachal Pradesh,Bitter Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-06-21,Himachal Pradesh,Bottle Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-21,Himachal Pradesh,Butter Beans,55,63 - 70,66 - 91,1kg,N/A
2024-06-21,Himachal Pradesh,Broad Beans,67,77 - 85,80 - 111,1kg,N/A
2024-06-21,Himachal Pradesh,Cabbage,29,33 - 37,35 - 48,1kg,N/A
2024-06-21,Himachal Pradesh,Carrot,47,54 - 60,56 - 78,1kg,N/A
2024-06-21,Himachal Pradesh,Cauliflower,27,31 - 34,32 - 45,1kg,N/A
2024-06-21,Himachal Pradesh,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-06-21,Himachal Pradesh,Coconut,35,40 - 44,42 - 58,1kg,N/A
2024-06-21,Himachal Pradesh,Colocasia Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-21,Himachal Pradesh,Colocasia,28,32 - 36,34 - 46,1kg,N/A
